frame,f0_avgutt_diff_2,p_dur,n_dur,e_range,e_maxavg_diff,e_avgmin_diff,f0_range,f0_maxavg_diff,f0_avgmin_diff,label
frame_u~_0.18_0.21,,0.0,-0.4883645658197649,411.0699133168715,360.689266336972,50.38064697989955,,,,NB
frame_ma_0.21_0.27,9.077926761265871,0.0,-0.8685748234948705,410.9869474796383,357.12415551265786,53.86279196698041,4.87536643001107,2.09580361555129,2.77956281445978,NB
frame_dZi_0.27_0.39,5.343264916650213,0.0,-0.1565307572372732,402.004982913195,338.79979625255305,63.20518666064197,23.19653916767311,13.532757840179215,9.663781327493894,NB
frame_nO_0.39_0.79,14.498483887699024,0.0,2.7911157063139407,403.3562603148615,288.3222499990819,115.03401031577964,78.9659775320527,47.58667986360501,31.37929766844769,NB
frame_vi_0.79_1.06,103.25725779347356,0.5,0.79049339005466,402.0285655492112,313.1634651605267,88.86510038868445,93.41950338446492,29.591911981994254,63.82759140247066,NB
frame_i_1.56_1.63,14.4715705875048,0.0,-0.0381527388257835,402.7846828869164,348.919637465195,53.86504542172139,1.913363529718424,0.5630259698241957,1.3503375598942284,NB
frame_a_1.63_1.66,0.941834974279658,0.0,-0.8685748234948705,387.0581812446424,341.8536070879234,45.20457415671899,0.95140077113345,0.4722466026862264,0.4791541684472236,NB
frame_ow_1.66_1.74,2.191830602628812,0.0,-0.7557514844374235,400.7260480120509,345.68792666282195,55.03812134922896,9.932615348743411,3.3570610892314505,6.575554259511961,NB
frame_tra_1.74_1.9,8.946635318532543,0.0,0.1583423141722489,396.7354650683192,329.0471463456218,67.68831872269743,32.551901241806746,18.67228387275645,13.879617369050294,NB
frame_dZi_1.9_1.99,21.09772890019221,0.0,-0.1565307572372726,393.35970313602274,337.4807176642671,55.87898547175564,22.55129269252558,6.358490651965354,16.192802040560224,NB
frame_sejs_1.99_2.13,90.97031795964764,2.0,0.0,388.3142012777688,325.2750425742937,63.039158703475096,167.12318693750137,115.94889848946389,51.17428844803749,TB
frame_a_4.13_4.22,8.803751546753745,0.0,0.0116398659340885,389.1537133598732,334.75276043871094,54.400952921162286,15.257551460525832,5.723095427643926,9.534456032881906,NB
frame_se_4.22_4.39,20.169637436958567,0.0,-0.4737060163852097,388.5533288295013,318.84900354734305,69.70432528215832,16.317692448986435,9.06237225063444,7.2553201983519955,NB
frame_Jo_4.39_4.47,19.01150477519744,0.0,-0.1898333112568275,391.8855785817522,337.0145375665664,54.87104101518588,3.299445088443406,2.012788796041121,1.2866562924022844,NB
frame_ra_4.47_4.64,14.874840672705318,0.8799999999999999,0.3050447624104028,389.014235848122,319.18683559968235,69.82740024843969,22.057737819664936,8.713780512182609,13.343957307482327,NB
frame_pro_5.52_5.61,21.41029023020039,0.0,-0.7557514844374172,399.0598590163988,342.5729516841915,56.48690733220735,15.10022164420269,11.47700934045585,3.62321230374684,NB
frame_ku_5.61_5.74,4.866730953316619,0.0,0.2051867380382855,401.35540973584784,338.39542389331865,62.95998584252919,25.27223057990585,16.48302154555364,8.789209034352211,NB
frame_row_5.74_5.88,12.83031036113826,0.0,0.376084861923762,403.4689427230864,338.4047122098296,65.06423051325675,10.617077932021031,5.4079684750449815,5.209109456976051,NB
frame_daX_5.88_6.11,3.5497354277868,0.0,-0.2817650305422257,397.9882255232508,319.1995120726299,78.78871345062089,23.003110295064342,15.69187687287976,7.311233422184586,NB
